PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURY TYPE
Tristan Thompson,Celtics,08 January 2021,14 January 2021,6,nba health and safety protocols
Zion Williamson,Pelicans,13 January 2021,14 January 2021,1,nba health and safety protocols
Eric Paschall,Warriors,12 January 2021,13 January 2021,1,nba health and safety protocols
Tyler Johnson,Nets,08 January 2021,13 January 2021,5,nba health and safety protocols
Taj Gibson,Knicks,08 January 2021,12 January 2021,4,nba health and safety protocols
Jabari Parker,Kings,06 January 2021,11 January 2021,5,nba health and safety protocols
Bradley Beal,Wizards,09 January 2021,10 January 2021,1,nba health and safety protocols
Kevin Durant,Nets,04 January 2021,10 January 2021,6,nba health and safety protocols
Javonte Green,Celtics,30 December 2020,08 January 2021,9,nba health and safety protocols
Alex Caruso,Lakers,28 December 2020,06 January 2021,9,nba health and safety protocols
Rajon Rondo,Hawks,22 December 2020,26 December 2020,4,nba health and safety protocols
Gabe Vincent,Heat,25 May 2023,27 May 2023,2,sprained left ankle
Julius Randle,Knicks,30 April 2023,02 May 2023,2,sprained left ankle
Julius Randle,Knicks,30 March 2023,15 April 2023,16,sprained left ankle
Will Barton,Raptors,28 March 2023,04 April 2023,7,sprained left ankle
Shai Gilgeous-Alexander,Thunder,28 March 2023,31 March 2023,3,sprained left ankle
Kevin Durant,Suns,08 March 2023,28 March 2023,20,sprained left ankle
Isaiah Jackson,Pacers,23 November 2022,20 March 2023,117,sprained left ankle
Jonathan Kuminga,Warriors,09 March 2023,15 March 2023,6,sprained left ankle
Larry Nance Jr.,Pelicans,26 February 2023,12 March 2023,14,sprained left ankle
Isaiah Livers,Pistons,01 March 2023,04 March 2023,3,sprained left ankle
Robert Williams,Celtics,08 February 2023,22 February 2023,14,sprained left ankle
Tim Hardaway Jr.,Mavericks,15 January 2023,22 February 2023,38,sprained left ankle
Kai Jones,Hornets,11 February 2023,15 February 2023,4,sprained left ankle
Kyle Kuzma,Wizards,08 February 2023,14 February 2023,6,sprained left ankle
Aaron Gordon,Nuggets,02 February 2023,07 February 2023,5,sprained left ankle
Luka Doncic,Mavericks,26 January 2023,31 January 2023,5,sprained left ankle
James Wiseman,Warriors,02 January 2023,25 January 2023,23,sprained left ankle
Nicolas Batum,Clippers,05 January 2023,08 January 2023,3,sprained left ankle
Caleb Martin,Heat,30 December 2022,02 January 2023,3,sprained left ankle
De'Andre Hunter,Hawks,27 December 2022,02 January 2023,6,sprained left ankle
Dennis Smith Jr.,Hornets,14 November 2022,02 January 2023,49,sprained left ankle
Kelly Olynyk,Jazz,19 December 2022,28 December 2022,9,sprained left ankle
Rudy Gobert,Timberwolves,18 December 2022,21 December 2022,3,sprained left ankle
Chris Duarte,Pacers,07 November 2022,18 December 2022,41,sprained left ankle
Josh Hart,Blazers,30 November 2022,04 December 2022,4,sprained left ankle
Caris LeVert,Cavaliers,21 November 2022,28 November 2022,7,sprained left ankle
Dalano Banton,Raptors,23 November 2022,28 November 2022,5,sprained left ankle
Tyler Herro,Heat,07 November 2022,23 November 2022,16,sprained left ankle
Jerami Grant,Blazers,09 November 2022,10 November 2022,1,sprained left ankle
Donovan Mitchell,Cavaliers,04 November 2022,06 November 2022,2,sprained left ankle
Scottie Barnes,Raptors,18 April 2022,23 April 2022,5,sprained left ankle
Evan Mobley,Cavaliers,29 March 2022,08 April 2022,10,sprained left ankle
Jaden McDaniels,Timberwolves,15 March 2022,04 April 2022,20,sprained left ankle
Jrue Holiday,Bucks,01 April 2022,02 April 2022,1,sprained left ankle
Gordon Hayward,Hornets,08 February 2022,01 April 2022,52,sprained left ankle
LeBron James,Lakers,29 March 2022,01 April 2022,3,sprained left ankle
Luka Garza,Pistons,31 March 2022,01 April 2022,1,sprained left ankle
Malik Beasley,Timberwolves,26 March 2022,01 April 2022,6,sprained left ankle
Talen Horton-Tucker,Lakers,21 March 2022,27 March 2022,6,sprained left ankle
Wendell Carter Jr.,Magic,23 March 2022,27 March 2022,4,sprained left ankle
Seth Curry,Nets,23 March 2022,26 March 2022,3,sprained left ankle
Usman Garuba,Rockets,17 March 2022,23 March 2022,6,sprained left ankle
Talen Horton-Tucker,Lakers,18 March 2022,19 March 2022,1,sprained left ankle
Wendell Carter Jr.,Magic,17 March 2022,19 March 2022,2,sprained left ankle
Lance Stephenson,Pacers,06 March 2022,15 March 2022,9,sprained left ankle
Dillon Brooks,Grizzlies,09 January 2022,13 March 2022,63,sprained left ankle
Tre Mann,Thunder,09 March 2022,13 March 2022,4,sprained left ankle
Will Barton,Nuggets,07 March 2022,12 March 2022,5,sprained left ankle
Talen Horton-Tucker,Lakers,09 March 2022,11 March 2022,2,sprained left ankle
Jalen McDaniels,Hornets,23 January 2022,08 March 2022,44,sprained left ankle
Marvin Bagley III,Pistons,27 February 2022,04 March 2022,5,sprained left ankle
John Konchar,Grizzlies,28 February 2022,03 March 2022,3,sprained left ankle
Kevin Porter Jr.,Rockets,27 February 2022,02 March 2022,3,sprained left ankle
Lance Stephenson,Pacers,27 February 2022,02 March 2022,3,sprained left ankle
RJ Barrett,Knicks,10 February 2022,25 February 2022,15,sprained left ankle
Marvin Bagley III,Pistons,30 January 2022,14 February 2022,15,sprained left ankle
LaMarcus Aldridge,Nets,31 January 2022,13 February 2022,13,sprained left ankle
Leandro Bolmaro,Timberwolves,30 January 2022,06 February 2022,7,sprained left ankle
Kelly Oubre Jr.,Hornets,28 January 2022,02 February 2022,5,sprained left ankle
Ryan Arcidiacono,Knicks,19 January 2022,29 January 2022,10,sprained left ankle
Domantas Sabonis,Pacers,20 January 2022,28 January 2022,8,sprained left ankle
Josh Hart,Pelicans,25 January 2022,28 January 2022,3,sprained left ankle
Mitchell Robinson,Knicks,24 January 2022,26 January 2022,2,sprained left ankle
Clint Capela,Hawks,09 January 2022,21 January 2022,12,sprained left ankle
Cameron Johnson,Suns,10 January 2022,17 January 2022,7,sprained left ankle
Isaiah Hartenstein,Clippers,19 December 2021,15 January 2022,27,sprained left ankle
Jalen Johnson,Hawks,12 January 2022,15 January 2022,3,sprained left ankle
Jaylen Nowell,Timberwolves,13 January 2022,15 January 2022,2,sprained left ankle
Ryan Arcidiacono,Knicks,06 January 2022,13 January 2022,7,sprained left ankle
Donte DiVincenzo,Bucks,01 January 2022,10 January 2022,9,sprained left ankle
Josh Hart,Pelicans,28 December 2021,01 January 2022,4,sprained left ankle
Sam Merrill,Grizzlies,19 November 2021,01 January 2022,43,sprained left ankle
Luguentz Dort,Thunder,14 December 2021,18 December 2021,4,sprained left ankle
Nassir Little,Blazers,30 November 2021,08 December 2021,8,sprained left ankle
Romeo Langford,Celtics,04 December 2021,06 December 2021,2,sprained left ankle
Davis Bertans,Wizards,03 November 2021,23 November 2021,20,sprained left ankle
Terance Mann,Clippers,16 November 2021,18 November 2021,2,sprained left ankle
Herbert Jones,Pelicans,05 November 2021,10 November 2021,5,sprained left ankle
Jeremy Lamb,Pacers,01 November 2021,07 November 2021,6,sprained left ankle
Gary Harris,Magic,01 November 2021,05 November 2021,4,sprained left ankle
Jrue Holiday,Bucks,25 October 2021,05 November 2021,11,sprained left ankle
Garrett Temple,Pelicans,29 October 2021,02 November 2021,4,sprained left ankle
Sterling Brown,Mavericks,28 October 2021,31 October 2021,3,sprained left ankle
Darius Garland,Cavaliers,22 October 2021,25 October 2021,3,sprained left ankle
Kyle Lowry,Heat,23 October 2021,25 October 2021,2,sprained left ankle
Terry Rozier,Hornets,20 October 2021,22 October 2021,2,sprained left ankle
Alize Johnson,Nets,30 May 2021,05 June 2021,6,sprained left ankle
Cody Martin,Hornets,03 May 2021,18 May 2021,15,sprained left ankle
Derrick Rose,Knicks,13 May 2021,15 May 2021,2,sprained left ankle
Darius Garland,Cavaliers,04 May 2021,14 May 2021,10,sprained left ankle
Immanuel Quickley,Knicks,07 May 2021,13 May 2021,6,sprained left ankle
Zeke Nnaji,Nuggets,01 May 2021,11 May 2021,10,sprained left ankle
D.J. Augustin,Rockets,21 April 2021,05 May 2021,14,sprained left ankle
Goga Bitadze,Pacers,24 April 2021,05 May 2021,11,sprained left ankle
Nerlens Noel,Knicks,03 May 2021,05 May 2021,2,sprained left ankle
Trae Young,Hawks,22 April 2021,30 April 2021,8,sprained left ankle
Kristaps Porzingis,Mavericks,24 April 2021,29 April 2021,5,sprained left ankle
Robin Lopez,Wizards,26 April 2021,28 April 2021,2,sprained left ankle
Tony Bradley,Thunder,26 April 2021,27 April 2021,1,sprained left ankle
Doug McDermott,Pacers,21 April 2021,24 April 2021,3,sprained left ankle
D.J. Augustin,Rockets,14 April 2021,21 April 2021,7,sprained left ankle
Doug McDermott,Pacers,14 April 2021,19 April 2021,5,sprained left ankle
John Collins,Hawks,31 March 2021,18 April 2021,18,sprained left ankle
Myles Turner,Pacers,07 April 2021,18 April 2021,11,sprained left ankle
Markieff Morris,Lakers,15 April 2021,17 April 2021,2,sprained left ankle
Domantas Sabonis,Pacers,03 April 2021,09 April 2021,6,sprained left ankle
Seth Curry,76ers,19 March 2021,25 March 2021,6,sprained left ankle
Garrett Temple,Bulls,13 March 2021,24 March 2021,11,sprained left ankle
Myles Turner,Pacers,22 March 2021,24 March 2021,2,sprained left ankle
Ben McLemore,Rockets,16 March 2021,19 March 2021,3,sprained left ankle
Jordan Nwora,Bucks,12 February 2021,13 March 2021,29,sprained left ankle
Aaron Gordon,Magic,01 February 2021,11 March 2021,38,sprained left ankle
Taj Gibson,Knicks,28 February 2021,11 March 2021,11,sprained left ankle
Maxi Kleber,Mavericks,23 February 2021,25 February 2021,2,sprained left ankle
Goran Dragic,Heat,06 February 2021,24 February 2021,18,sprained left ankle
Jarrett Culver,Timberwolves,26 January 2021,24 February 2021,29,sprained left ankle
Kevon Looney,Warriors,03 February 2021,23 February 2021,20,sprained left ankle
Shake Milton,76ers,11 February 2021,21 February 2021,10,sprained left ankle
Yuta Watanabe,Raptors,10 February 2021,18 February 2021,8,sprained left ankle
Dario Saric,Suns,05 February 2021,13 February 2021,8,sprained left ankle
DaQuan Jeffries,Kings,30 December 2020,12 February 2021,44,sprained left ankle
David Nwaba,Rockets,31 January 2021,06 February 2021,6,sprained left ankle
Ty Jerome,Thunder,22 December 2020,03 February 2021,43,sprained left ankle
Rajon Rondo,Hawks,27 January 2021,29 January 2021,2,sprained left ankle
Nick Richards,Hornets,25 January 2021,27 January 2021,2,sprained left ankle
Alec Burks,Knicks,02 January 2021,21 January 2021,19,sprained left ankle
Frank Jackson,Pistons,16 January 2021,20 January 2021,4,sprained left ankle
Tacko Fall,Celtics,17 January 2021,19 January 2021,2,sprained left ankle
Jalen Lecque,Pacers,05 January 2021,17 January 2021,12,sprained left ankle
Ja Morant,Grizzlies,29 December 2020,16 January 2021,18,sprained left ankle
Kentavious Caldwell-Pope,Lakers,03 January 2021,10 January 2021,7,sprained left ankle
Jeff Teague,Celtics,04 January 2021,08 January 2021,4,sprained left ankle
Nerlens Noel,Knicks,06 January 2021,08 January 2021,2,sprained left ankle
Rodions Kurucs,Nets,05 January 2021,07 January 2021,2,sprained left ankle
Jalen Smith,Suns,31 December 2020,06 January 2021,6,sprained left ankle
Grayson Allen,Grizzlies,01 January 2021,03 January 2021,2,sprained left ankle
JaVale McGee,Lakers,10 September 2020,12 September 2020,2,sprained left ankle
Jayson Tatum,Celtics,12 August 2020,17 August 2020,5,sprained left ankle
Nigel Williams-Goss,Jazz,04 August 2020,13 August 2020,9,sprained left ankle
Eric Gordon,Rockets,31 July 2020,12 August 2020,12,sprained left ankle
Jarrett Allen,Nets,10 August 2020,12 August 2020,2,sprained left ankle
Goran Dragic,Heat,06 August 2020,10 August 2020,4,sprained left ankle
Deandre Ayton,Suns,06 March 2020,31 July 2020,147,sprained left ankle
Meyers Leonard,Heat,05 February 2020,31 July 2020,177,sprained left ankle
Seth Curry,Mavericks,08 March 2020,31 July 2020,145,sprained left ankle
Garrett Temple,Nets,04 March 2020,29 July 2020,147,sprained left ankle
Kobi Simmons,Hornets,07 March 2020,09 March 2020,2,sprained left ankle
D.J. Wilson,Bucks,06 March 2020,08 March 2020,2,sprained left ankle
Mario Hezonja,Blazers,11 February 2020,23 February 2020,12,sprained left ankle
Dario Saric,Suns,02 February 2020,21 February 2020,19,sprained left ankle
Nassir Little,Blazers,05 February 2020,20 February 2020,15,sprained left ankle
Zion Williamson,Pelicans,08 February 2020,11 February 2020,3,sprained left ankle
J.J. Barea,Mavericks,05 February 2020,07 February 2020,2,sprained left ankle
De'Andre Hunter,Hawks,03 February 2020,05 February 2020,2,sprained left ankle
Jamal Murray,Nuggets,16 January 2020,04 February 2020,19,sprained left ankle
Moritz Wagner,Wizards,16 December 2019,02 February 2020,48,sprained left ankle
Donte DiVincenzo,Bucks,31 January 2020,01 February 2020,1,sprained left ankle
Abdel Nader,Thunder,15 January 2020,29 January 2020,14,sprained left ankle
CJ McCollum,Blazers,18 January 2020,26 January 2020,8,sprained left ankle
Jakarr Sampson,Pacers,24 January 2020,26 January 2020,2,sprained left ankle
Steven Adams,Thunder,22 January 2020,25 January 2020,3,sprained left ankle
Nerlens Noel,Thunder,06 January 2020,17 January 2020,11,sprained left ankle
Alex Len,Hawks,27 December 2019,28 December 2019,1,sprained left ankle
Kyle Kuzma,Lakers,11 December 2019,22 December 2019,11,sprained left ankle
De'Aaron Fox,Kings,12 November 2019,17 December 2019,35,sprained left ankle
Landry Shamet,Clippers,13 November 2019,14 December 2019,31,sprained left ankle
Moritz Wagner,Wizards,01 December 2019,05 December 2019,4,sprained left ankle
Rudy Gobert,Jazz,25 November 2019,27 November 2019,2,sprained left ankle
Furkan Korkmaz,76ers,23 November 2019,25 November 2019,2,sprained left ankle
Jahlil Okafor,Pelicans,17 November 2019,24 November 2019,7,sprained left ankle
Jeremy Lamb,Pacers,06 November 2019,23 November 2019,17,sprained left ankle
Jahlil Okafor,Pelicans,16 November 2019,17 November 2019,1,sprained left ankle
Omari Spellman,Warriors,11 November 2019,13 November 2019,2,sprained left ankle
DeAndre Jordan,Nets,08 November 2019,10 November 2019,2,sprained left ankle
Daniel Theis,Celtics,26 October 2019,30 October 2019,4,sprained left ankle
Bojan Bogdanovic,Jazz,25 October 2019,26 October 2019,1,sprained left ankle
D.J. Wilson,Bucks,08 May 2019,17 May 2019,9,sprained left ankle
Tony Snell,Bucks,28 March 2019,20 April 2019,23,sprained left ankle
